text,category,urgency,rule_prediction,final_prediction
auto payment failed subscription abc airlines main pool closed aug maintenance oct pst assignment confirmed manage booking banking com statements,updates,medium,medium,medium
auto payment failed subscription restaurant new hours effective immediately dec pst assignment confirmed manage booking service com status,updates,medium,high,medium
instagram verification failed blue checkmark revoked reapply instagram verify social case,spam,low,low,low
temporary security pass pin required password reset apple,verify_code,high,high,high
flash sale books discover items shop new styles example com code flash extra,promotions,low,low,low
double rewards points week favorite items back wait example com use code vip,promotions,low,low,low
google workspace verification enter verify account recovery session auto cancel invalid attempts,verify_code,low,medium,low
delivery rescheduled order confirm cancel company com updates email building,updates,medium,medium,medium
appointment reminder smith aug est service unavailable window updates include security patches performance improvements,updates,medium,medium,medium
reservation confirmed hotel booking updated terms service review changes company com updates effective dec,updates,medium,medium,medium
missed delivery confirmation following apple application rates dropped apply phishing site com stop opt,spam,medium,low,medium
selected spa weekend samsung galaxy logged hrs minutes ago verify phishing site com secure account,spam,low,low,low
facebook authenticator enter confirm new device registration request ignore,verify_code,medium,medium,medium
forum digest programming discussions earned achievement badge view profile wiki site page,forum,low,low,low
verification required use verification code device samsung galaxy location chicago,verify_code,low,high,low
auto payment failed subscription new features dark mode performance boost install company com updates changelog included,updates,medium,medium,medium
delivery rescheduled order yesterday network connectivity problem fixed systems operational apologies inconvenience,updates,medium,low,medium
important payment due date changed confirm cancel service com status address building,updates,medium,medium,medium
auto renewal reminder domain name yourdomain com renews sep cancel domains com manage,updates,low,medium,low
forum maintenance progress thread discussion moved general support continue support site ticket,forum,low,low,low
mod application open technical support thread discussion started techguru settings wiki site page,forum,low,low,low
warning violation home server setup earned achievement badge view profile forum com thread,forum,high,low,high
new thread home gardening matches alert thread discussion started techguru settings forum com thread,forum,high,low,high
github verification pin required password reset apple,verify_code,high,high,high
free dessert hotel stay deal ends time items lowest prices shop example com use code vip,promotions,low,low,low
news mike chen started new position see photo social com posts photo comments inspiring disable notifications social com settings,social_media,low,low,low
tiktok creator fund earn week join tiktok creator signup media invite code creator,spam,low,low,low
watch later recommended post beach vacation family view album platform com memories beach,social_media,low,low,low
refund confirmation immediate action required subscription payment failed update payment bit fakeprize call support fake,spam,medium,low,medium
vip preview summer sale favorite items back wait example com use code save,promotions,low,medium,low
login code reply pin required password reset github,verify_code,high,high,high
verification required token expires gmt support contact,verify_code,low,low,low
fedex customs clearance failure package fdx held customs pay processing fee fedex customs clearance ship doc cstm shipment contains electronics requiring immediate tariff payment avoid return sender,spam,medium,low,medium
david kim liked photo view profile social com profile john accept reject platform com requests,social_media,medium,medium,medium
hour sale buy one get one free celebrate entire purchase valid example com code flash,promotions,low,low,low
missed delivery confirmation unusual login detected nigeria secure account scam delivery com account suspended,spam,medium,low,medium
facebook subscription suspended invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
apple investment opportunity roi invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
dinner two contest share photo win social com contest dinner code dinnerwin,promotions,low,low,low
limited stock final clearance loyal customer get exclusive example com offer code flash,promotions,low,low,low
auto payment failed subscription july statement available view download company com updates action needed payment scheduled,updates,medium,high,medium
new friend request david kim mike great event today david count reply social com chats hiking,social_media,medium,medium,medium
verification required access code transaction authorization valid,verify_code,low,low,low
double rewards points weekend celebrate entire purchase valid example com code vip,promotions,low,low,low
free dessert membership discover items shop new styles example com code save extra,promotions,low,low,low
wiki edit approved linux thread discussion moved general support continue forum com thread,forum,low,low,low
wiki edit approved techsupport event starts time prepare support site ticket,forum,low,low,low
refer friends get credit deal ends time items lowest prices shop example com use code save,promotions,low,low,low
login alert verification step needed pin required password reset microsoft,verify_code,high,high,high
paypal password expiration refund processed claim phishing site com complete within hrshrs,spam,high,low,high
event reminder workshop earned achievement badge view profile support site ticket,forum,low,medium,low
free shipping membership loyal customer get exclusive example com offer code birthday,promotions,low,low,low
verification pin code account verification share requested pst,verify_code,medium,high,medium
data usage alert monthly quota updated user agreement review changes company com updates effective oct,updates,high,medium,high
flash sale beauty products loyal customer get exclusive example com offer code flash,promotions,low,low,low
new arrivals summer collection live hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
early access holiday deals start discover items shop new styles example com code flash extra,promotions,low,low,low
hour sale buy one get one free loyal customer get exclusive example com offer code vip,promotions,low,low,low
wiki edit approved books thread discussion started datawiz settings support site ticket,forum,low,low,low
two step verification code account verification enter share number,verify_code,low,high,low
service interruption resolved car rental new features new bug fixes install banking com statements changelog included,updates,low,low,low
news john smith started new position group update photography group posted photo trending startup founders favorite tech tools,social_media,low,medium,low
facebook authenticator pin required transaction authorization microsoft,verify_code,low,low,low
new featured guide photography trending books comments view wiki site page,forum,low,low,low
new featured guide photography thread discussion started techguru settings forum com thread,forum,low,low,low
achievement unlocked reputation trending cooking comments view wiki site page,forum,low,low,low
secure access number use verification code device safari macos location chicago,verify_code,low,high,low
wiki edit approved photography thread per report details forum com thread,forum,low,low,low
verification pin enter confirm new device registration request ignore,verify_code,medium,medium,medium
order shipped confirm cancel banking com statements payment due date building,updates,medium,medium,medium
account summary july statement ready biometric login activated per request learn banking com statements,updates,medium,medium,medium
vip preview holiday collection premiere event exclusive hour early access winter collection public launch enjoy new arrivals plus complimentary monogramming service discover luxurious cashmere artisanal knitwear limited edition accessories early shoppers receive free velvet gift box value personal stylist consultation double loyalty points shop luxurybrand com holiday preview code vipwinter first orders include surprise golden ticket gift worth event ends thursday midnight extensions possible due inventory constraints,promotions,medium,medium,medium
forum maintenance scheduled event starts time prepare forum com thread,forum,medium,low,medium
account summary august statement ready yesterday server maintenance fixed systems operational apologies inconvenience,updates,low,low,low
photography reply python error trending linux comments view support site ticket,forum,low,low,low
new message lonely heart dear winner email annual lottery click scam delivery com claim hrs expire unsubscribe,spam,low,low,low
inheritance claim late relative see messaged microsoft view scam delivery com special offer membership,spam,low,low,low
netflix inquiry invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
post moved general discussion thread discussion started pixelartist settings forum com thread,forum,low,low,low
payment received invoice inv new features new bug fixes install service com status changelog included,updates,medium,low,medium
account upgrade file upload limit increased per attachment effective immediately userportal upgrade notice,forum,high,low,high
quantum error correction code collaboration develop fault tolerant schemes working group quantumcomputingforum com working groups qec meeting schedule,forum,medium,low,medium
mike chen liked article group update photography group posted story trending remote workers best summer destination,social_media,low,medium,low
live alert meetup behind scenes group tech enthusiasts invited rsvp social com events meetup,social_media,high,low,high
anniversary social platform group book club live streaming join social com live conference,social_media,low,low,low
membership upgrade processing achieved new features security updates install company com updates changelog included,updates,low,medium,low
renew amazon subscription dear winner email annual lottery click phishing site com claim hrs expire unsubscribe,spam,low,low,low
event reminder ama industry expert thread discussion moved general support continue forum com thread,forum,low,medium,low
new sticker pack available summer vibes messages get social com stickers summer pack,social_media,low,low,low
data usage alert monthly quota updated terms service review changes banking com statements effective nov,updates,high,medium,high
suspicious activity google account samsung galaxy logged hrs minutes ago verify bit fakeprize secure account,spam,low,low,low
forum digest webdev discussions database upgrade completed successfully new features new search notifications faq wiki site page,forum,low,low,low
new thread book club matches alert user pixelartist thread forum com thread,forum,high,low,high
delivery rescheduled order confirm cancel banking com statements address building,updates,medium,medium,medium
vip preview holiday deals celebrate entire purchase valid example com code birthday,promotions,low,medium,low
invoice available unusual login detected china secure account scam delivery com account suspended,spam,medium,low,medium
cooking reply graphics driver revised rules effective immediately key changes citation requirements news posts review forum com thread,forum,low,medium,low
moderator report processed thread discussion started pixelartist settings support site ticket,forum,low,low,low
order delayed ord new estimated delivery aug compensation credit applied track store com track ord,updates,low,medium,low
security alert failed login attempts following apple application rates dropped apply scam delivery com stop opt,spam,high,low,high
final notice apple end following facebook application rates dropped apply phishing site com stop opt,spam,low,low,low
new arrivals holiday decor live loyal customer get exclusive example com offer code save,promotions,low,low,low
appointment confirmed dec gmt thank payment applied account receipt company com updates,updates,medium,medium,medium
free ipad survey immediate action required subscription payment failed update payment scam delivery com call support scam,spam,medium,low,medium
watch later recommended article view profile platform com users sarah accept reject platform com requests,social_media,medium,medium,medium
event invitation tech conference oct group photography group live streaming join social com live conference,social_media,low,low,low
clearance madness home decor hello valued member enjoy buy one get one free shop example com expires date,promotions,low,low,low
poll vote weekend plans photo paris received likes comments see insights social com insights post,social_media,low,low,low
amazon used new device refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
github workspace verification use verification code device samsung galaxy location chicago,verify_code,low,high,low
early access summer sale start discover items shop new styles example com code birthday extra,promotions,low,low,low
security notice suspicious login blocked yesterday network connectivity problem fixed systems operational apologies inconvenience,updates,high,high,high
event invitation workshop oct see article social com posts photo comments love disable notifications platform com notifications,social_media,low,low,low
apple inquiry refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
answered query career advice database upgrade completed successfully new features new search notifications faq support site ticket,forum,low,low,low
ssa tax refund approval refund processed claim phishing site com complete within hrshrs,spam,low,low,low
flash sale books loyal customer get exclusive example com offer code welcome,promotions,low,low,low
free iphone pro survey complete min survey get latest iphone limited stock survey reward iphone offer ends soon,spam,low,low,low
crypto opportunity roi guaranteed see messaged facebook view bit fakeprize special offer membership,spam,low,low,low
warning violation home server setup database upgrade completed successfully new features new search notifications faq forum com thread,forum,low,low,low
community announcement maintenance new features security updates install banking com statements changelog included,updates,low,medium,low
anniversary discount loyal customer get exclusive example com offer code welcome,promotions,low,low,low
new friend request lisa rodriguez group hiking buddies invited rsvp social com events meetup,social_media,medium,medium,medium
sarah johnson mentioned comment view profile social com profile john accept reject social com friends pending,social_media,low,low,low
community announcement new policy monthly statement available view download banking com statements action needed payment scheduled,updates,medium,medium,medium
mod application open book club thread per report details support site ticket,forum,low,low,low
urgent claim prize see messaged apple view phishing site com special offer membership,spam,low,low,low
forum contest photo contest event starts time prepare wiki site page,forum,low,low,low
security notice suspicious login blocked updated terms service review changes company com updates effective aug,updates,high,high,high
new friend request mike chen grand canyon alex view album platform com memories beach,social_media,medium,medium,medium
google password expiration package delivered tracking update bit fakeprize ignore,spam,high,low,high
safety recall model yesterday server maintenance fixed systems operational apologies inconvenience,updates,low,low,low
secure access number pin required password reset github,verify_code,high,high,high
service interruption resolved restaurant august statement available view download company com updates action needed payment scheduled,updates,medium,medium,medium
policy update user agreement changes thank payment applied account receipt service com status,updates,medium,medium,medium
new event meetup view profile platform com users sarah accept reject platform com requests,social_media,medium,medium,medium
microsoft transfer confirmation code password reset share requested pst,verify_code,medium,high,medium
post moved general discussion revised rules effective immediately key changes citation requirements news posts review forum com thread,forum,low,medium,low
safety recall model items processing via fedex tracking estimated delivery oct track company com updates,updates,low,medium,low
pin verification password reset enter pin requested ignore,verify_code,high,high,high
account summary august statement ready items shipped via ups tracking estimated delivery nov track company com updates,updates,low,medium,low
community alert platform feature updates deployed significant enhancements based feedback redesigned notification system priority filtering collaborative document editing groups enhanced video streaming quality explore complete feature guide platform updates com august release new interface includes customizable workspace layouts accessibility improvements temporary legacy version remains available september submit bug reports dedicated support channel premium features unlocked october active members,social_media,low,medium,low
netflix password expiration following microsoft application rates dropped apply bit fakeprize stop opt,spam,high,low,high
reservation confirmed car rental updated user agreement review changes company com updates effective sep,updates,medium,medium,medium
professional voice actor coaching animation videogame techniques first session free vocalmastery pro demo reel critique,promotions,low,low,low
account summary september statement ready confirm cancel banking com statements phone number building,updates,medium,medium,medium
new event workshop sarah great event today emily amazing post reply platform com messages group,social_media,low,low,low
invoice available invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
event reminder workshop user techguru posted helpful solution view wiki site page,forum,low,medium,low
new arrivals fall fashion live final hours biggest sale example com ends time,promotions,low,low,low
live meetup keynote group hiking buddies live streaming join social com live conference,social_media,low,low,low
clearance madness electronics hello valued member enjoy free shipping week shop example com expires date,promotions,low,low,low
flash sale beauty products hello valued member enjoy extra clearance shop example com expires date,promotions,low,low,low
water quality alert boil advisory district map attached effective notice updates waterutility com alerts zone,updates,high,medium,high
anniversary twitter see photo social com posts photo comments thanks sharing disable notifications platform com notifications,social_media,low,low,low
event invitation workshop sep see story platform com content video comments thanks sharing disable notifications social com settings,social_media,low,low,low
renew apple subscription unusual login detected romania secure account bit fakeprize account suspended,spam,high,low,high
temporary pin token expires est support contact,verify_code,low,low,low
live alert workshop behind scenes college reunion photos view album social com albums vacation,social_media,high,low,high
poll vote favorite tech tools friends checked central perk see photos menu platform com locations venue,social_media,low,low,low
renew facebook subscription refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
clearance madness electronics discover items shop new styles example com code flash extra,promotions,low,low,low
payment received invoice inv confirm cancel service com status payment due date building,updates,medium,medium,medium
auto payment failed subscription hotel booking main pool closed aug maintenance oct pst assignment confirmed manage booking banking com statements,updates,medium,medium,medium
early access clearance event start favorite items back wait example com use code flash,promotions,low,low,low
special offer loyal customer get exclusive example com offer code birthday,promotions,low,low,low
domain name trademark dispute mybusiness com infringes registered mark respond icann domain dispute com case,spam,low,low,low
event invitation tech conference oct sarah great event today emily weather looks great reply social com chats hiking,social_media,low,low,low
flash sale home decor discover items shop new styles example com code save extra,promotions,low,low,low
member exclusive extra clearance deal ends time items lowest prices shop example com use code save,promotions,low,low,low
watch later recommended photo story tokyo received likes comments see insights platform com analytics content,social_media,low,low,low
post got new reactions beach vacation family view album platform com memories beach,social_media,low,low,low
wiki edit approved photography event starts time prepare support site ticket,forum,low,low,low
access code use verification code device samsung galaxy location seattle,verify_code,low,high,low
limited stock back stock favorite items back wait example com use code flash,promotions,low,low,low
forum digest photography discussions thread discussion moved general support continue support site ticket,forum,low,low,low
security upgrade enabled confirm cancel company com updates phone number building,updates,medium,medium,medium
secure access number password reset enter share number,verify_code,high,high,high
important payment due date changed service unavailable window updates include security patches performance improvements,updates,medium,medium,medium
paypal refund notification refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
order delivered new features new bug fixes install service com status changelog included,updates,low,low,low
missed delivery confirmation invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
vip preview summer sale celebrate entire purchase valid example com code welcome,promotions,low,medium,low
moderator thread processed trending photography comments view wiki site page,forum,low,low,low
starbucks rewards locked suspicious point redemption attempt verify activity starbucks account recovery cafe card free beverage rewards mobile ordering disabled days,spam,low,low,low
account summary august statement ready service unavailable window updates include bug fixes new features,updates,low,medium,low
refund confirmation package delivered tracking update scam delivery com ignore,spam,medium,low,medium
appointment reminder eye exam dec pst july statement available view download service com status action needed payment scheduled,updates,medium,medium,medium
david kim mentioned comment grand canyon alex view album platform com memories beach,social_media,low,low,low
moderation notice community guidelines update user techguru posted helpful solution view support site ticket,forum,low,medium,low
security notice suspicious login blocked september statement available view download banking com statements action needed payment scheduled,updates,medium,high,medium
nearby product launch today friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
new featured guide photography user datawiz posted helpful solution view support site ticket,forum,low,low,low
verification pin pin required account verification github,verify_code,low,high,low
flash sale tools favorite items back wait example com use code save,promotions,low,low,low
nearby meetup today see video social com posts photo comments great insight disable notifications platform com notifications,social_media,low,low,low
appointment reminder eye exam oct gmt yesterday server maintenance fixed systems operational apologies inconvenience,updates,medium,medium,medium
forum digest programming discussions thread discussion moved general support continue support site ticket,forum,low,low,low
github transfer confirmation enter confirm payment confirmation request ignore,verify_code,medium,medium,medium
payment received invoice inv yesterday server maintenance fixed systems operational apologies inconvenience,updates,medium,low,medium
moderator thread processed event starts time prepare support site ticket,forum,low,low,low
service outage resolved items cancelled via usps tracking estimated delivery sep track banking com statements,updates,low,low,low
lisa rodriguez liked article view profile platform com users sarah accept reject platform com requests,social_media,medium,medium,medium
forum contest photo contest thread discussion started datawiz settings forum com thread,forum,low,low,low
new event photography enthusiasts night photography workshop aug rsvp social com events night photo,social_media,low,low,low
ama session tech ceo thread discussion started datawiz settings forum com thread,forum,low,low,low
vip preview early black friday deals exclusive early access members starts tonight premiumstore com vip preview,promotions,low,medium,low
urgent claim prize following paypal application rates dropped apply scam delivery com stop opt,spam,high,low,high
refund confirmation refund processed claim scam delivery com complete within hrshrs,spam,medium,low,medium
critical flight itinerary change due operational adjustments american airlines flight november significant schedule modifications new departure time aircraft change boeing seat reassignment premium class compensation options accept travel voucher free rebooking within days full refund review changes airline com manage booking pnr must confirm acceptance hours departure baggage allowance upgraded free checked bags due inconvenience,updates,medium,medium,medium
important email changed biometric login activated per request learn service com status,updates,medium,medium,medium
login alert verification step needed use verification code device chrome windows location seattle,verify_code,high,high,high
member exclusive free shipping week discover items shop new styles example com code welcome extra,promotions,low,low,low
facebook workspace verification pin required account verification twitter,verify_code,low,high,low
forum contest photo contest trending cooking comments view support site ticket,forum,low,low,low
event invitation product launch aug see story social com posts photo comments thanks sharing disable notifications platform com notifications,social_media,low,low,low
verification required pin required transaction authorization google,verify_code,low,low,low
twitter authenticator password reset enter share number,verify_code,high,high,high
moderator comment processed thread discussion started datawiz settings support site ticket,forum,low,low,low
service outage resolved biometric login activated per request learn banking com statements,updates,medium,medium,medium
missed delivery confirmation package delivered tracking update bit fakeprize ignore,spam,medium,low,medium
apple inquiry package delivered tracking update bit fakeprize ignore,spam,low,low,low
membership upgrade cancelled achieved activated per request learn banking com statements,updates,medium,medium,medium
news groups follow see story platform com content video comments inspiring disable notifications social com settings,social_media,low,low,low
apple subscription suspended unusual login detected nigeria secure account scam delivery com account suspended,spam,high,low,high
mod application open book club user pixelartist comment support site ticket,forum,low,low,low
free ipad survey following paypal application rates dropped apply bit fakeprize stop opt,spam,low,low,low
new arrivals summer collection live deal ends time items lowest prices shop example com use code save,promotions,low,low,low
community spotlight member interview profile selected monthly feature opt forum com spotlight august,forum,low,low,low
new reply database optimization thread discussion started datawiz settings support site ticket,forum,low,low,low
invoice available dear winner email annual lottery click scam delivery com claim hrs expire unsubscribe,spam,medium,low,medium
security upgrade password encryption enabled thank payment applied account receipt service com status,updates,medium,low,medium
email binding code account verification enter share number,verify_code,low,high,low
achievement unlocked trusted contributor database upgrade completed successfully new features new search notifications faq forum com thread,forum,low,low,low
post moved technical support user techguru report support site ticket,forum,low,low,low
back school discount hello valued member enjoy buy one get one free shop example com expires date,promotions,low,low,low
new featured guide techsupport trending linux comments view wiki site page,forum,low,low,low
login code reply use verification code device samsung galaxy location los angeles,verify_code,low,high,low
event reminder ama industry expert thread discussion started datawiz settings forum com thread,forum,low,medium,low
security upgrade notice password reset required instructions forum com security update aug,forum,high,high,high
popular near product launch post london received likes comments see insights platform com analytics content,social_media,low,low,low
google workspace verification access code account verification valid,verify_code,low,high,low
server migration notice downtime sep reschedule jobs itstatus com migration,updates,medium,low,medium
post got new reactions story tokyo received likes comments see insights platform com analytics content,social_media,low,low,low
special warehouse robotics demo day see automated picking systems live register industrialautomation show demo day source email free safety gloves attendees,promotions,low,low,low
poll vote best summer destination group hiking buddies invited rsvp platform com events workshop,social_media,low,low,low
login code reply use verification code device iphone pro location chicago,verify_code,low,high,low
programming reply python error user techguru comment wiki site page,forum,low,low,low
new follower sarah johnson article sydney received likes comments see insights platform com analytics content,social_media,low,low,low
software update available updated privacy policy review changes banking com statements effective sep,updates,low,medium,low
john smith liked video post london received likes comments see insights platform com analytics content,social_media,low,low,low
new message attractive single invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
mod application open home gardening post per report details forum com thread,forum,low,low,low
refund confirmation see messaged netflix view phishing site com special offer membership,spam,low,low,low
renew facebook subscription following netflix application rates dropped apply bit fakeprize stop opt,spam,low,low,low
coinbase security code enter confirm withdrawal share valid minute,verify_code,medium,high,medium
amazon used new device invoice inv ready view phishing site com dispute within hrshrs,spam,medium,low,medium
document validation confirm upload,verify_code,medium,medium,medium
new messages tech enthusiasts chat view profile platform com users sarah accept reject social com friends pending,social_media,low,low,low
new messages tech enthusiasts chat group update hiking buddies posted video trending digital artists favorite tech tools,social_media,low,medium,low
flash sale electronics celebrate entire purchase valid example com code birthday,promotions,low,low,low
birthday reminder friends week see article platform com content video comments thanks sharing disable notifications social com settings,social_media,low,medium,low
payment received invoice inv updated privacy policy review changes service com status effective sep,updates,medium,medium,medium
anniversary twitter group hiking buddies invited rsvp platform com events workshop,social_media,low,low,low
two step verification code use verification code device safari macos location seattle,verify_code,low,high,low
new arrivals back school live celebrate entire purchase valid example com code save,promotions,low,low,low
flash sale electronics deal ends midnight tvs laptops tablets lowest prices shop store com electronics sale use code flash,promotions,low,low,low
google inquiry refund processed claim phishing site com complete within hrshrs,spam,low,low,low
final notice google end refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
important address changed new features dark mode performance boost install company com updates changelog included,updates,low,medium,low
amazon inquiry unusual login detected nigeria secure account phishing site com account suspended,spam,high,low,high
order cancelled abc airlines main pool closed aug maintenance dec est assignment confirmed manage booking service com status,updates,medium,medium,medium
google used new device package delivered tracking update bit fakeprize ignore,spam,low,low,low
free dessert purchase celebrate entire purchase valid example com code save,promotions,low,low,low
mike chen mentioned comment group book club live streaming join platform com streaming event,social_media,low,low,low
memories week college reunion photos view album platform com memories beach,social_media,low,low,low
reservation confirmed hotel booking abc airlines new hours effective immediately nov midnight assignment confirmed manage booking service com status,updates,medium,medium,medium
new message job referral former colleague read social com messages job ref,social_media,low,low,low
data usage alert monthly quota yesterday network connectivity problem fixed systems operational apologies inconvenience,updates,high,low,high
order shipped thank payment applied account receipt company com updates,updates,medium,medium,medium
post got new reactions thanks sharing view social com events event reply disable social com settings,social_media,low,low,low
new reply database optimization trending linux comments view wiki site page,forum,low,low,low
ama session nasa engineer trending books comments view wiki site page,forum,low,low,low
hour sale free shipping week final hours biggest sale example com ends time,promotions,low,low,low
ama session science professor event starts time prepare wiki site page,forum,low,low,low
sarah johnson liked story story sydney received likes comments see insights social com insights post,social_media,low,low,low
selected maldives trip dear winner email annual lottery click bit fakeprize claim hrs expire unsubscribe,spam,low,low,low
auto payment failed subscription september statement available view download service com status action needed payment scheduled,updates,medium,high,medium
flash sale home decor celebrate entire purchase valid example com code welcome,promotions,low,low,low
google inquiry invoice inv ready view scam delivery com dispute within hrshrs,spam,medium,low,medium
subscription paused premium plan paused sep resume anytime service com manage sub,updates,low,low,low
popular near meetup article london received likes comments see insights social com insights post,social_media,low,low,low
irs tax refund approval refund processed claim phishing site com complete within hrshrs,spam,low,low,low
identity confirmation pin required password reset twitter,verify_code,high,high,high
microsoft used new device see messaged facebook view bit fakeprize special offer membership,spam,low,low,low
new friend request sarah johnson mike anyone free weekend david count reply platform com messages group,social_media,medium,medium,medium
back school discount favorite items back wait example com use code birthday,promotions,low,low,low
free airpods survey refund processed claim phishing site com complete within hrshrs,spam,low,low,low
new device approval pin required account verification linkedin,verify_code,low,high,low
smart contract nuclear trigger blockchain based deterrence release nuke code validation cryptodeterrence military two factor requirement,verify_code,low,low,low
security notice suspicious login blocked items cancelled via ups tracking estimated delivery sep track banking com statements,updates,high,high,high
microsoft authenticator use verification code device samsung galaxy location los angeles,verify_code,low,high,low
netflix security alert account frozen see messaged apple view phishing site com special offer membership,spam,low,low,low
anniversary discount celebrate entire purchase valid example com code vip,promotions,low,low,low
post featured foodchallenge group tech enthusiasts live streaming join platform com streaming event,social_media,low,low,low
amazon refund notification dear winner email annual lottery click phishing site com claim hrs expire unsubscribe,spam,low,low,low
github verification use verification code device chrome windows location chicago,verify_code,low,high,low
moderation notice community guidelines update user codemaster report support site ticket,forum,low,medium,low
post moved career advice user techguru posted helpful solution view wiki site page,forum,low,low,low
membership upgrade shipped achieved activated per request learn banking com statements,updates,medium,medium,medium
vip preview clearance event discover items shop new styles example com code save extra,promotions,low,medium,low
free iphone pro survey see messaged netflix view bit fakeprize special offer membership,spam,low,low,low
identity verification required use verification code device samsung galaxy location seattle,verify_code,low,high,low
event reminder meetup trending books comments view forum com thread,forum,low,medium,low
live workshop keynote group book club live streaming join platform com streaming event,social_media,low,low,low
limited stock final clearance favorite items back wait example com use code birthday,promotions,low,low,low
popular post photo reached views sunset big sur gained likes see analytics instagram com insights posts,social_media,low,low,low
github workspace verification enter verify account recovery session auto cancel invalid attempts,verify_code,low,medium,low
post got new reactions article tokyo received likes comments see insights platform com analytics content,social_media,low,low,low
watch later recommended cooking demo min desserts saved based interests watch social com videos cooking demo,social_media,low,low,low
apple used new device google requires immediate password update click bit fakeprize failure within hrshrs causes lockout,spam,high,low,high
memories week friends checked downtown cafe see photos menu social com places cafe,social_media,low,low,low
urgent claim prize see messaged amazon view scam delivery com special offer membership,spam,low,low,low
new messages hiking buddies chat alex anyone free weekend mike weather looks great reply social com chats hiking,social_media,low,low,low
appointment confirmed sep gmt updated terms service review changes company com updates effective aug,updates,medium,medium,medium
new message attractive single immediate action required subscription payment failed update payment scam delivery com call support scam,spam,medium,low,medium
account summary august statement ready thank payment applied account receipt company com updates,updates,medium,medium,medium
appointment reminder doctor sep health ave reschedule medicalportal com appointments,updates,medium,medium,medium
amazon inquiry refund processed claim scam delivery com complete within hrshrs,spam,low,low,low
post featured workoutmotivation mike great event today lisa count reply social com chats hiking,social_media,low,low,low
post featured foodchallenge group hiking buddies live streaming join social com live conference,social_media,low,low,low
new friend request lisa rodriguez group update photography group posted photo trending remote workers weekend plans,social_media,medium,medium,medium
warning violation react performance user techguru thread wiki site page,forum,high,low,high
copyright strike youtube video universal music claim appeal copyright dispute center com video deadline hrs,spam,low,low,low
moderator thread processed earned achievement badge view profile forum com thread,forum,low,low,low
live alert webinar behind scenes friends checked central perk see photos menu social com places cafe,social_media,high,low,high
watch later recommended post grand canyon alex view album social com albums vacation,social_media,low,low,low
payment received invoice inv thank payment applied account receipt company com updates,updates,medium,medium,medium
member exclusive extra clearance celebrate entire purchase valid example com code flash,promotions,low,low,low
new featured guide programming report per report details wiki site page,forum,low,low,low
missed delivery confirmation apple requires immediate password update click bit fakeprize failure within hrshrs causes lockout,spam,medium,low,medium
new arrivals back school live celebrate entire purchase valid example com code welcome,promotions,low,low,low
delivery rescheduled order new features new bug fixes install company com updates changelog included,updates,medium,medium,medium
temporary security pass access code transaction authorization valid,verify_code,low,low,low
payment overdue notice refund processed claim phishing site com complete within hrshrs,spam,medium,low,medium
amazon subscription suspended refund processed claim phishing site com complete within hrshrs,spam,high,low,high
event reminder meetup database upgrade completed successfully new features new search notifications faq wiki site page,forum,low,medium,low
new featured guide cooking user datawiz posted helpful solution view forum com thread,forum,low,low,low
prime early access deal preview exclusive hour window prime members amazon com prime preview lightning deals electronics home goods deal alerts customizable account settings,promotions,low,medium,low
special offer celebrate entire purchase valid example com code save,promotions,low,low,low
temporary security pass enter verify account recovery session auto cancel invalid attempts,verify_code,low,medium,low
microsoft subscription suspended dear winner email annual lottery click bit fakeprize claim hrs expire unsubscribe,spam,high,low,high
live workshop keynote video new york received likes comments see insights platform com analytics content,social_media,low,low,low
payment overdue notice see messaged apple view bit fakeprize special offer membership,spam,medium,low,medium
login alert verification step needed password reset enter share number,verify_code,high,high,high
new arrivals summer collection live discover items shop new styles example com code save extra,promotions,low,low,low
smart grid breaker override token city power grid emergency override grid override load balancing gridcontrol emergency facility required,verify_code,high,low,high
suspicious activity microsoft account immediate action required subscription payment failed update payment bit fakeprize call support fake,spam,medium,low,high
github verification access code transaction authorization valid,verify_code,low,low,low
confidential source upload code secure whistleblower portal access documents safesubmit com code encrypted transfer zero knowledge protocol additional verification possible signal number,verify_code,low,low,low
forum digest books discussions user webdev posted helpful solution view forum com thread,forum,low,low,low
new follower lisa rodriguez mike great event today emily amazing post reply social com chats hiking,social_media,low,low,low
security upgrade password encryption enabled password encryption activated per request learn company com updates,updates,medium,medium,medium
anniversary twitter sarah great event today lisa amazing post reply social com chats hiking,social_media,low,low,low
wiki edit approved books post per report details wiki site page,forum,low,low,low
vip preview holiday deals loyal customer get exclusive example com offer code birthday,promotions,low,medium,low
